,Solothurn,Basel-Landschaft,Schwyz,Aargau,Ticino,Schaffhausen,Uri,Freiburg,Luzern,Geneve,Zug,Jura,Obwalden,Thurgau,Glarus,Basel-Stadt,Appenzell-Ausserrhoden,Nidwalden,Zurich,Appenzell-Innerrhoden,Neuchatel,Bern,Graubunden,Sankt-Gallen,Waadt,Wallis
2019-03-06 22:00:00,21013,16021,9924,37805,12129,3896,1551,15071,18267,31948,9547,2603,1400,16435,2473,14450,3620,3051,89476,546.0,8557,54271,8232,29363,47092,13119
2019-03-06 23:00:00,11215,8806,5154,20118,7099,1780,814,7459,9376,21900,4864,1108,571,7138,1430,7936,1738,1291,42432,316.0,3687,25316,3721,14318,26903,6537
2019-03-07 00:00:00,6397,4619,2405,10252,4902,928,763,4310,5572,11366,2249,609,323,3782,725,4435,763,723,24570,88.0,1848,17260,2223,8557,14926,3674
2019-03-07 01:00:00,5174,3469,2297,9643,3022,790,686,3882,4797,5024,1666,629,396,3563,674,2274,517,757,17131,92.0,1819,13289,2220,6924,11142,3580
2019-03-07 02:00:00,6980,4606,3062,13233,3152,817,772,4845,6214,4328,2169,733,472,4170,878,2278,761,761,20455,130.0,2138,16422,2607,8708,14052,4002
2019-03-07 03:00:00,4410,2640,1860,6623,1584,449,564,2312,3382,3097,1300,422,198,2378,507,1334,482,594,9738,109.0,997,7650,1138,4736,6693,1752
2019-03-07 04:00:00,8925,5730,3204,14918,2796,1291,723,4553,7125,5503,2711,1086,438,5587,985,3511,1210,1089,19989,239.0,2199,15622,1938,10359,10784,3268
2019-03-07 05:00:00,27402,18608,11870,51497,9586,5339,2247,14619,24864,15808,9843,3399,1871,20144,3698,11105,3675,3765,82276,689.0,7533,56546,6019,34212,33558,9292
2019-03-07 06:00:00,78415,55338,35470,140122,30683,13864,5901,46867,71351,49733,33032,10707,5636,57609,10313,36129,12507,11440,242731,2309.0,26261,184916,22939,107027,115450,31639
2019-03-07 07:00:00,97606,75005,45772,170744,49628,17708,6781,57887,80833,109416,50530,13132,6153,66436,12438,59946,15041,12590,348525,2690.0,40245,241165,35874,132740,196848,48072
2019-03-07 08:00:00,68562,58341,33354,121453,45908,13271,5599,44595,58877,116401,40125,8553,4509,43306,8840,56447,9222,9458,271804,1763.0,29287,173039,28406,91067,160135,41427
2019-03-07 09:00:00,56040,49450,27862,98484,42386,11604,5742,40528,52168,92323,27185,7958,4376,39505,7945,42520,7916,8474,210257,1564.0,23912,147074,31856,82044,127423,46466
2019-03-07 10:00:00,53398,47807,27741,96080,42925,11237,6355,40770,52570,83204,24282,7916,4361,38703,8561,39559,8252,9309,199283,1843.0,23366,145543,35193,83768,124718,52075
2019-03-07 11:00:00,63154,54040,31544,112770,45312,13605,7171,47076,63433,99596,29419,10546,5235,44476,9300,47820,9343,10215,247359,1759.0,29475,175982,40213,98472,144291,59156
2019-03-07 12:00:00,65811,55911,32055,118961,46658,14097,7142,46572,67295,108860,32133,10417,4976,45802,9521,52061,8992,9903,271704,1845.0,28655,183120,37960,101372,148546,57672
2019-03-07 13:00:00,69694,59463,34861,124177,53370,14803,7992,52987,73001,114465,32303,12064,5766,49996,10264,52189,10939,11751,266838,2172.0,32758,191640,41838,110395,157974,63404
2019-03-07 14:00:00,64588,55990,33054,114646,47999,13045,7338,46892,65813,95899,28465,8712,5160,45355,9871,46954,9732,10912,232555,1974.0,26372,173826,39002,96994,143195,61594
2019-03-07 15:00:00,75761,62146,36101,133383,49580,14265,7794,52134,72633,102999,33398,10604,5634,51339,10525,51180,10905,11517,268083,2210.0,31484,200864,42191,106935,164686,63851
2019-03-07 16:00:00,102262,79603,48294,179122,57579,19340,9217,68332,96684,125483,45414,16545,7575,69257,13827,64444,14081,15215,355220,2565.0,44805,272988,47748,142088,209042,71524
2019-03-07 17:00:00,112262,87325,56805,205370,60845,22001,9809,79034,109530,137898,56448,16463,8681,82461,16523,73277,17308,17254,415040,3107.0,47082,295843,50079,166668,228162,73997
2019-03-07 18:00:00,83729,66609,43189,156116,52777,17249,7513,58625,79911,126596,44003,12026,6169,61593,12317,59817,14039,12549,320400,2548.0,36333,207956,36403,121587,183600,56735
2019-03-07 19:00:00,53424,42832,28002,100913,34021,11103,4807,37878,50142,88914,25606,7504,3576,39110,7858,38401,8556,7517,213037,1612.0,22387,135653,23749,77830,120141,34478
2019-03-07 20:00:00,35597,27093,17958,63541,23886,7047,3544,24440,33424,58970,16533,4601,2253,24843,5096,25678,5577,5058,144696,1029.0,13905,91820,16489,51853,76462,23642
2019-03-07 21:00:00,28865,22198,14162,52632,18998,5802,2576,19812,27433,44444,13460,3691,1715,20703,3836,20184,4669,3859,120219,833.0,10526,77096,12937,43148,62254,19522
2019-03-07 22:00:00,22726,17108,11015,41363,13770,4128,1682,16452,21156,36123,10359,2981,1420,17062,3226,15831,3674,3012,95906,680.0,8921,60470,10252,33901,51348,14812
2019-03-07 23:00:00,12129,9182,5689,23601,8118,2281,830,8686,10897,22990,5664,1366,761,8665,1534,8967,2143,1735,57224,360.0,4257,29294,5035,16327,28592,7663
2019-03-08 00:00:00,9729,6102,3304,15405,6317,1267,823,4694,7283,15019,3821,713,437,5314,1159,5698,905,1187,36623,116.0,2483,20902,2895,10211,18073,3931
2019-03-08 01:00:00,3006,2098,1202,4871,3069,441,596,2177,2740,5572,975,294,183,1653,354,2380,420,625,9584,54.0,993,7350,1468,3937,6355,1767
2019-03-08 02:00:00,2401,1775,906,3773,2277,325,507,1467,1923,3513,664,224,106,1510,230,1628,315,437,7529,47.0,777,5213,1110,2984,4806,1431
2019-03-08 03:00:00,3137,2322,1199,5205,2664,502,369,1993,2732,3294,964,456,164,1835,355,1855,336,366,8526,69.0,739,6351,1064,3705,5869,1768
2019-03-08 04:00:00,7488,5042,2872,13628,3130,1358,884,4065,6939,6583,2281,1131,463,5222,726,3582,1069,1062,19732,168.0,2036,14149,2081,9580,10412,3070
2019-03-08 05:00:00,26902,18981,11639,50770,10052,5161,2367,14391,25111,16919,9403,3652,1895,19695,3609,11539,3469,3693,82875,672.0,7764,55520,6522,33631,33854,9632
2019-03-08 06:00:00,78770,56743,36799,141464,32034,13431,6015,47172,72669,51462,32751,10818,5898,57138,10767,36084,11995,11464,244250,2179.0,27006,186258,23266,109041,119637,32569
2019-03-08 07:00:00,94447,73507,48231,166871,51684,17563,7293,58541,82867,111022,49609,13711,6494,66028,14367,57492,14898,13486,346408,2666.0,40547,241681,39739,138316,200462,51269
2019-03-08 08:00:00,66632,57537,37496,121740,49005,13267,7044,47296,63543,118691,40041,8855,5832,44641,12346,52891,9366,11424,274743,1944.0,30143,179321,41728,102701,166790,53389
2019-03-08 09:00:00,59052,52616,32172,107442,48255,12682,7887,44254,59345,97517,29622,8259,5489,41596,10131,43515,8806,10117,223056,1939.0,25306,164080,50812,93710,139322,68862
2019-03-08 10:00:00,58841,53220,32837,106648,51586,12816,9072,45808,61076,90793,27107,8672,5352,42285,10590,43072,8982,10773,217231,1840.0,25663,164929,56278,95181,139038,75838
2019-03-08 11:00:00,68309,59267,35593,123506,54129,14569,8782,51857,70398,107541,32154,11177,5966,47967,11252,50409,10174,11660,263588,2121.0,32128,193763,57509,109569,160159,78111
2019-03-08 12:00:00,72155,61299,35611,128582,55189,14678,8699,50266,71575,115869,32604,11285,5669,48896,11310,54569,9802,11175,279174,1988.0,30449,198759,52814,110049,162712,71543
2019-03-08 13:00:00,75273,66236,39560,136771,62417,15954,9746,58105,78248,120298,34971,12517,6747,54487,12830,56699,11876,12858,276779,2377.0,34242,208966,57971,122015,170405,77641
2019-03-08 14:00:00,74388,65098,39326,131438,59307,14393,9586,55642,73479,105929,32467,9833,6352,51084,13723,52559,10570,12597,257477,2301.0,29909,199741,59496,114062,165741,80133
2019-03-08 15:00:00,86990,72140,46588,155516,62094,16850,10422,62100,83733,114623,39103,12964,7623,60878,16068,57381,12245,14674,298854,2633.0,36333,233329,64948,133226,194274,85385
2019-03-08 16:00:00,105590,83868,57355,191279,67906,20737,12359,76422,107136,130161,49726,18019,9298,74916,20182,67427,15830,18190,370272,3275.0,48166,291567,65408,167075,228976,91285
2019-03-08 17:00:00,106284,81853,61095,197441,65968,21609,11575,76547,106939,138716,54779,16168,9001,78840,21280,67189,17007,18575,386362,3355.0,45838,281251,59084,171720,228225,82260
2019-03-08 18:00:00,82914,65733,51708,157418,56113,17642,10218,64072,85169,121787,42963,13829,7611,63560,19302,55282,13560,15113,312148,2731.0,37018,220130,49799,139632,191622,68358
2019-03-08 19:00:00,58655,44901,34659,107223,40051,11869,6821,45353,57674,92484,27869,9000,4499,43761,12762,39655,9749,9767,214084,1910.0,24553,153372,36070,95583,140480,49492
2019-03-08 20:00:00,39781,30606,23680,69648,27617,7752,5361,29583,38465,58573,16743,5302,2828,27525,8824,27170,5768,6203,147620,1120.0,15167,104982,25248,63365,90206,34246
2019-03-08 21:00:00,32135,24471,16917,56143,22935,6684,3416,23144,31655,43678,13854,3971,2109,22262,5935,22484,4872,4511,119533,829.0,11716,88222,19107,49369,69718,26787
2019-03-08 22:00:00,29916,21883,14592,53334,19921,6019,2689,21223,28896,42722,12632,5322,2143,22292,4656,20201,4984,4405,116261,728.0,11928,80021,16078,45171,64693,21541
2019-03-08 23:00:00,21309,15374,10835,39021,13508,3818,1813,16105,20719,32594,9526,3016,1565,15117,3158,13995,3501,3570,80104,636.0,8760,56052,9943,30775,47172,14098
2019-03-09 00:00:00,16315,12042,7472,30035,12866,2716,1671,12997,17242,28707,6783,2677,1054,11370,2230,11471,2462,2526,69236,380.0,7130,47508,6816,23891,40676,10157
2019-03-09 01:00:00,7771,5657,3183,13596,6556,1398,848,5754,6729,13430,2973,1327,366,6148,833,5969,1488,1079,29383,246.0,3221,20936,3220,11435,18465,4661
2019-03-09 02:00:00,4891,3937,2035,8568,4115,993,748,3843,4547,8388,1750,555,275,3865,588,4046,818,845,19996,108.0,2090,14869,2404,6929,12822,3064
2019-03-09 03:00:00,4485,3631,1703,6881,4035,719,535,3187,3451,6227,1316,480,179,2854,556,3224,652,607,16387,130.0,1583,11831,2067,5856,10261,2556
2019-03-09 04:00:00,5332,4314,2023,8358,3391,929,672,3505,4228,7818,1624,670,257,3660,713,4036,641,757,17288,152.0,1628,12026,2556,7387,10913,3497
2019-03-09 05:00:00,9982,7622,4064,15847,4847,1784,1264,6395,8394,10228,3316,1279,685,6689,1494,5710,1347,1487,29646,238.0,2814,22059,4727,12991,15912,5601
2019-03-09 06:00:00,21340,13256,10117,33541,9377,3278,2713,13008,17113,14626,7107,2711,1536,13879,4325,9157,2790,3177,55688,549.0,5878,47713,10019,30465,30662,13606
2019-03-09 07:00:00,38102,21498,23380,61313,18521,5807,5565,26061,33710,28848,15519,4087,3841,24714,10757,14132,5298,7007,99416,1110.0,11437,88875,23404,64574,65055,28023
2019-03-09 08:00:00,54325,35806,32329,90910,31962,9172,8656,36081,50972,55058,22914,6177,5648,36018,13209,24318,7746,10846,150943,1659.0,18242,132362,43019,89680,101007,48915
2019-03-09 09:00:00,66161,50001,38675,116128,46447,12392,10388,49230,64944,75150,29122,8688,6560,46714,14329,34965,9557,12352,200920,2102.0,24797,172242,62165,107998,129720,71844
2019-03-09 10:00:00,74066,59398,46509,132224,55352,15433,11962,59517,75261,87990,32704,10374,7339,54930,19321,42403,11248,14151,235330,2244.0,30084,201395,75102,131356,158717,84899
2019-03-09 11:00:00,76916,63024,48094,141350,55939,16184,10708,61307,81358,96448,35199,11406,7565,57552,19787,46610,11906,14992,256762,2638.0,33213,213235,75071,139306,168711,83740
2019-03-09 12:00:00,76244,62832,45153,139398,48556,16009,9504,55459,78772,95976,34524,9624,6813,55525,17386,48093,11569,13910,262307,2317.0,28883,207646,65473,128954,156645,72981
2019-03-09 13:00:00,77409,66766,46295,145444,52415,15814,9951,61276,85857,98320,35096,11026,7351,58046,16725,51065,12186,14716,271461,2821.0,30215,221631,66947,133703,159732,74133
2019-03-09 14:00:00,75919,64345,45474,141206,57070,15318,10075,62216,82508,101272,34374,11099,7454,56888,15998,51118,12159,14828,264186,2928.0,31571,212423,69746,131709,168624,79636
2019-03-09 15:00:00,71649,60649,44368,136943,57259,14779,9922,59522,78355,102527,33236,10949,7083,54567,14993,48591,11833,14310,262703,2572.0,32060,207775,70359,123666,168918,76827
2019-03-09 16:00:00,71832,56289,44430,135043,56050,14252,10090,55988,75302,96560,34100,11182,7904,54073,14877,44921,12358,15312,258297,2594.0,31862,208436,58997,120728,166005,69705
2019-03-09 17:00:00,69761,54096,42883,129521,49919,13373,8399,50529,64425,90264,32789,10057,6275,50993,14275,42492,10628,13066,244355,2365.0,31486,180159,44410,107486,155265,56121
2019-03-09 18:00:00,58354,46240,33667,108492,41490,11016,6639,46634,54434,78462,27637,9425,4833,42649,10680,36089,8680,9670,208262,1824.0,27534,146687,31458,85882,135127,44295
2019-03-09 19:00:00,38890,31968,22044,77002,32904,8383,4999,34134,39750,66225,20539,7295,3361,29983,6772,26923,6603,6929,154135,1319.0,18281,104893,23606,61740,101556,34931
2019-03-09 20:00:00,31677,23594,16905,58648,24172,6250,3653,24112,30837,46365,13446,4625,2315,22585,5235,20886,5459,5057,122461,875.0,13013,78665,16551,48332,67408,24656
2019-03-09 21:00:00,29998,21214,14361,53202,22053,5788,3105,20978,29481,36654,12472,3785,2159,20605,4426,18589,4887,4701,112267,1022.0,13345,76456,13799,42725,59243,20632
2019-03-09 22:00:00,31318,20170,15105,54614,19859,5781,2566,22866,30343,37812,18275,4030,1933,20665,4185,18333,4228,4620,119137,710.0,12624,96168,14746,41932,67324,18959
2019-03-09 23:00:00,25628,15995,11872,44411,13658,4260,1910,20130,24737,31214,11793,3217,1955,16562,3262,14121,3678,3808,89365,632.0,10525,68848,9115,33445,54428,15315
2019-03-10 00:00:00,20858,14413,8961,37138,13695,3786,1786,16291,23427,30842,8702,3465,1566,13616,2806,13701,2890,3163,87658,553.0,9286,61008,7546,29307,49809,12586
2019-03-10 01:00:00,10377,7146,4928,19133,7414,2040,1120,8303,11267,16754,4184,2182,883,8746,1396,7389,2191,1773,40230,343.0,4630,29287,4416,16074,24758,6542
2019-03-10 02:00:00,6590,4617,3310,13447,5063,1483,836,5945,7524,9811,2658,1155,580,5500,879,4863,1756,1254,28989,330.0,3268,21714,3066,10907,17112,4255
2019-03-10 03:00:00,4667,3204,2450,9640,4182,1066,502,4471,5646,7433,2129,937,598,4084,956,3492,1380,898,22192,254.0,2178,16293,2931,8741,11836,2810
2019-03-10 04:00:00,4323,3142,2048,8345,3830,1017,473,3645,4755,7863,1726,677,376,3417,884,3292,859,714,19121,157.0,1842,12649,3621,7347,10960,3370
2019-03-10 05:00:00,5362,4053,2121,8621,3770,1047,635,3500,4894,8524,1963,640,410,3658,839,3702,745,716,19780,126.0,1745,14070,5092,7221,10566,3317
2019-03-10 06:00:00,9620,5998,4641,14111,5490,1457,1240,6615,8079,9984,3296,1181,663,5515,1456,4788,1258,1500,27184,210.0,3168,24203,9932,11929,15615,6529
2019-03-10 07:00:00,13687,8334,7682,21638,9427,1894,2593,11040,11873,15538,5571,1838,1151,7701,2817,5871,1856,2362,39825,419.0,4800,33128,15907,19154,27871,11016
2019-03-10 08:00:00,20563,13659,13687,35602,17868,3544,3943,17034,20868,29652,9934,2755,2314,14274,4525,9044,3189,4242,67014,708.0,8302,54654,22162,34401,45897,20177
2019-03-10 09:00:00,31592,23072,21120,55158,30398,5945,6337,25992,32786,46740,15432,4509,3371,22800,6999,16229,5464,6379,105249,1095.0,12257,85435,38557,53473,70495,32199
2019-03-10 10:00:00,40131,31775,27330,68290,40136,6892,7675,34643,41333,59658,18803,5853,4194,25863,11166,22600,5877,8276,130256,1349.0,15656,108873,50192,70736,90276,46823
2019-03-10 11:00:00,48329,37716,34484,79588,46473,8652,8449,43534,49722,68050,22632,8771,4873,32044,15299,26425,7952,10159,152013,1863.0,20904,130392,54390,90131,112700,55837
2019-03-10 12:00:00,47888,42521,34736,85011,39600,9042,8396,35717,48411,71105,22922,6198,4790,35169,16072,30288,7438,9832,166388,1663.0,16384,125498,51771,92673,106562,46427
2019-03-10 13:00:00,53140,51369,37710,94238,41997,10350,8938,38000,57217,66944,25041,5872,5072,38584,16458,33651,8748,10934,184518,1951.0,15648,139327,54229,98647,102792,46191
2019-03-10 14:00:00,54096,44879,38953,96501,50936,10946,9127,42879,60635,70797,26272,7896,5676,39881,15889,35945,8945,11443,187944,2060.0,18710,148219,56980,102412,115348,51967
2019-03-10 15:00:00,56640,47031,40134,98789,53198,10466,9929,45609,63700,74942,27340,8878,5613,40902,16675,38511,9016,11785,194159,2194.0,22129,151962,53477,102786,123582,52972
2019-03-10 16:00:00,63965,51031,40403,103941,50304,11530,10533,48566,62055,70438,28846,9363,5700,42906,16244,41074,9020,11566,196394,2085.0,25861,158954,47224,105026,129073,51814
2019-03-10 17:00:00,59332,49722,36990,101928,48427,11150,9347,45719,61188,73021,28263,9085,4882,40050,13816,43671,8621,10286,186399,1846.0,24028,143813,37945,92949,124650,44650
2019-03-10 18:00:00,47444,43773,30057,80726,41177,8588,7994,38740,47696,67082,22776,7088,3749,32843,10782,37777,7051,8753,151088,1435.0,19220,115361,27822,74128,105674,36515
2019-03-10 19:00:00,41257,33328,24277,68815,29108,7197,7143,28276,37459,51625,18711,5233,2780,26721,8519,29032,5927,6590,123922,1140.0,14344,89683,21110,59490,79846,29123
2019-03-10 20:00:00,35799,34885,19277,56230,22654,5640,6170,22987,29073,38944,15051,4056,2253,21640,6883,25593,4334,5486,102513,914.0,14006,74814,15502,46459,65085,21980
2019-03-10 21:00:00,25855,24394,12963,42300,16413,3922,4520,17277,21299,29607,11122,2813,1334,14905,4507,20808,2997,3733,81416,478.0,8963,54840,10362,31122,47820,14731
2019-03-10 22:00:00,15817,17157,8108,26424,10526,2651,1756,10449,13343,22023,7020,1725,704,9494,2653,14415,1989,2376,54539,307.0,5113,32628,6057,19006,29726,8038
2019-03-10 23:00:00,8149,10186,3522,12586,5091,1416,718,4502,6184,12643,3503,729,306,4338,1011,8434,823,1025,26153,161.0,2197,15196,2358,8782,15253,3928
2019-03-11 00:00:00,5326,8636,1942,8400,3642,851,500,2784,4378,8095,2022,512,232,2521,592,6897,485,721,19424,40.0,1583,10890,1563,5809,10404,2281
2019-03-11 01:00:00,2645,4683,910,3599,1479,383,359,1417,1910,2823,751,315,109,1246,293,4475,268,377,7080,47.0,572,5050,822,2659,4035,1080
2019-03-11 02:00:00,3773,12077,713,4979,1063,254,227,1123,1470,1937,531,590,70,1143,228,10943,227,268,5522,40.0,443,4380,658,2347,3153,951
2019-03-11 03:00:00,2803,11985,1008,4527,1373,365,310,1589,2128,2256,763,358,170,1609,326,35981,306,339,7302,49.0,626,5782,919,3245,4385,1345
2019-03-11 04:00:00,7108,5940,2883,13031,3022,1312,667,4346,7100,5393,2141,1078,519,5241,888,22488,1140,994,17738,210.0,2002,14184,2027,10092,9570,3312
2019-03-11 05:00:00,28879,20579,12909,53324,12007,5212,2472,16593,28553,16896,10130,3855,2287,20702,4163,28091,3575,4348,86220,734.0,8181,60435,7261,36004,36141,10798
2019-03-11 06:00:00,82601,44033,40635,147932,39251,13885,7150,58808,85370,52334,35687,12067,6953,58578,11560,36983,12739,13531,249020,2335.0,28861,201186,26247,114330,130886,39219
2019-03-11 07:00:00,95655,52210,49657,170731,69283,17494,7545,76483,97000,114517,52872,13730,7606,65020,13626,40993,15007,15405,346408,2821.0,43830,252796,38673,139967,213588,62240
2019-03-11 08:00:00,66086,41381,35194,117795,59003,13359,6143,50487,64073,119728,41725,8272,4961,42226,9677,33880,8884,9988,263642,1766.0,29791,173701,31417,92224,166737,44197
2019-03-11 09:00:00,53679,40198,28456,95976,51420,11085,6532,42939,54846,91230,27584,7748,4494,37380,8204,31244,7705,8805,202908,1477.0,22778,143165,34965,80305,129173,46192
2019-03-11 10:00:00,52719,44328,28461,92110,51340,10983,6959,40598,53473,83892,24001,7491,4190,37447,8726,33947,7714,8703,193157,1600.0,22197,139302,36513,79728,120883,48332
2019-03-11 11:00:00,60565,50410,30455,106843,56556,13189,7162,47714,64030,97408,27567,9546,5021,42193,9508,40322,8671,9618,231790,1720.0,27313,163433,39093,95025,137301,54558
2019-03-11 12:00:00,62419,57306,30876,113375,56528,13010,6816,48162,65475,104645,29044,10287,5201,43369,9491,47995,8807,9497,249841,1594.0,28259,171949,37582,97407,141700,51919
2019-03-11 13:00:00,65115,60203,32966,116475,63552,14470,7327,52222,68903,111394,30092,11414,5088,47774,9957,58054,9961,10442,244326,1712.0,31911,177576,39291,102551,150158,55860
2019-03-11 14:00:00,59373,50266,31095,105942,52414,12525,6512,45320,60894,91564,25966,8023,4237,41829,9397,57044,8574,9530,216899,1707.0,24726,159107,34551,88573,131551,45742
2019-03-11 15:00:00,67863,49319,34341,121716,57641,13802,7211,54340,69683,100344,31084,9929,5038,47132,10125,57458,9795,10567,249315,1880.0,29558,185048,35767,100284,157682,49897
2019-03-11 16:00:00,93947,59004,46225,166346,68787,18411,8596,74067,100008,122715,43996,15445,7607,64021,12199,61132,13560,14801,331302,2487.0,43530,259714,39856,133091,205735,66565
2019-03-11 17:00:00,104987,61586,54808,194190,70329,21459,9507,83885,114082,137267,54901,15473,8878,78664,15309,60960,17154,17801,386415,3077.0,46815,283617,44338,158171,222460,70078
2019-03-11 18:00:00,71578,46057,39689,137428,54786,15277,6434,57519,77032,121812,40801,10588,5966,54576,10487,48818,11786,12233,290704,2243.0,32919,184973,29708,108819,169748,49014
2019-03-11 19:00:00,43624,31355,25186,84520,34316,9923,4332,36609,47087,78854,23378,5997,3543,33938,6343,35604,7784,7311,188146,1427.0,18982,117908,18415,66790,105409,29101
2019-03-11 20:00:00,29147,21994,16078,54167,22530,6069,3137,22157,30424,48958,14610,4210,1950,21689,3921,30479,4523,4296,125601,885.0,11994,75753,11461,43224,66947,20008
2019-03-11 21:00:00,23245,18243,12339,42827,15593,4735,2341,16565,24641,33368,11065,3002,1623,16775,2806,26092,3609,3533,97026,698.0,8723,62043,8557,33901,48053,14123
2019-03-11 22:00:00,17623,15210,8412,31022,11525,3230,1469,11956,17750,26039,7797,2076,1128,11910,2332,24543,2707,2410,68147,462.0,6113,43405,6532,23778,35136,9420
2019-03-11 23:00:00,8557,10471,3784,14864,5174,1290,702,5080,7575,13799,3461,887,429,5305,829,17652,1423,1124,28922,280.0,2451,17939,2576,10458,16355,4155
2019-03-12 00:00:00,5871,10368,1766,9186,3443,787,514,2773,4638,8611,1673,575,221,2744,473,18360,640,658,18673,83.0,1690,10938,1407,5819,10617,2191
2019-03-12 01:00:00,2566,5800,1055,3861,1527,312,414,1447,1968,2982,832,243,113,1370,275,9099,416,393,6836,64.0,745,4731,762,2772,4260,1174
2019-03-12 02:00:00,2361,4548,897,3367,1227,324,345,1216,1871,2139,693,256,95,1125,239,5822,296,284,5742,57.0,656,4255,808,2415,3768,1058
2019-03-12 03:00:00,2831,3560,1033,4825,1443,363,352,1711,2457,2215,841,310,137,1715,384,3975,341,360,7677,93.0,854,5720,1058,3585,4652,1615
2019-03-12 04:00:00,7583,5674,2786,14045,2580,1352,737,4482,7214,4611,2049,1115,475,5374,812,4285,1132,1047,18500,218.0,2172,14124,2138,9504,9544,3410
2019-03-12 05:00:00,28973,17886,12511,54178,10980,5550,2316,16857,28194,15828,9831,3676,2099,20979,3924,10977,3537,4076,88391,708.0,8089,60664,6559,35810,34958,11060
2019-03-12 06:00:00,86331,53662,41389,155902,39661,14818,7095,60903,87332,53085,36962,11841,6965,61961,11630,33112,13596,13615,272586,2488.0,29522,210408,26185,117555,133346,39663
2019-03-12 07:00:00,106038,68243,52893,186338,70243,19200,8218,81051,104156,117492,56089,14466,8133,70178,13884,51251,16206,16608,389825,3088.0,45778,272926,41082,145868,224826,66088
2019-03-12 08:00:00,72866,54169,38380,129814,60076,14071,7059,52110,71054,122879,44292,9195,5449,45153,9887,49373,8912,11898,290745,1898.0,32207,190497,35219,97070,175083,52683
2019-03-12 09:00:00,57598,47845,31881,103361,51868,12107,7209,45651,59840,93522,29301,8449,5440,39772,8757,38685,8344,10068,220944,1816.0,25223,160313,39352,86084,135857,56280
2019-03-12 10:00:00,54740,47705,30876,99379,51690,11175,7720,43484,58684,85003,26010,8263,5151,39466,8431,39061,8043,10077,209650,1969.0,24128,155365,40397,86096,128671,58479
2019-03-12 11:00:00,63790,53141,32895,113901,56690,13674,7708,53189,69690,98250,29825,10756,5759,45196,8931,46823,10216,11141,259879,2433.0,29913,182194,42733,100553,149035,64849
2019-03-12 12:00:00,66266,58231,33300,118718,58563,13638,7536,51551,70751,108377,31258,11496,5352,45863,8543,53655,9897,10749,280516,2403.0,30805,190474,41215,102085,155160,60313
2019-03-12 13:00:00,69833,63185,36182,126222,66502,15058,7930,59327,75796,116605,32986,12800,6135,51690,9699,60674,11811,11629,273166,2844.0,34414,197989,44668,112525,162801,66527
2019-03-12 14:00:00,63476,54992,33856,113377,54818,12896,7446,49516,67536,95753,28895,9403,5596,45600,9775,58998,10150,11274,235035,2601.0,27476,175499,43054,99017,145618,59309
2019-03-12 15:00:00,74483,57112,38455,131393,61155,14030,8416,58518,76403,103977,33870,11280,6231,51265,10502,60760,11132,12337,273233,2598.0,32388,204251,46097,110135,170670,63149
2019-03-12 16:00:00,102067,74661,50604,181641,73243,19370,10470,80410,106298,125832,47556,17207,8228,69918,13924,74679,14818,16548,361542,2983.0,45585,283445,48142,144190,220530,78400
2019-03-12 17:00:00,113347,82695,59555,209433,75639,22391,11702,88612,120810,136718,56630,16930,9872,84199,16528,84143,17907,19783,426160,3511.0,50372,307839,47549,169926,237676,77217
2019-03-12 18:00:00,81781,64061,44205,153720,62624,16365,8109,64306,85061,124726,45275,12303,6735,60460,11962,72714,12816,13848,318055,2611.0,36298,209912,33576,119467,185777,55805
2019-03-12 19:00:00,49225,40900,28481,93751,39140,10591,4478,40103,50878,83364,25467,6996,3850,37922,7196,57690,8400,7824,205237,1517.0,20836,130697,20194,75472,117229,33067
2019-03-12 20:00:00,31839,27410,17809,60866,23559,6535,2882,24383,32839,51032,15514,4538,2179,23975,4733,45490,4924,4714,139231,854.0,12818,82265,12289,48918,71102,22332
2019-03-12 21:00:00,26113,22773,13831,48713,17213,5104,2632,19444,28099,37361,12412,3389,1885,18067,3330,39333,3984,4159,109218,796.0,9954,68732,9699,37217,56180,16764
2019-03-12 22:00:00,20650,20203,10035,37855,20666,3773,2580,14875,20861,33958,9390,2541,1301,14158,2460,34953,2885,2791,81783,557.0,8195,58390,7612,28185,43795,11699
2019-03-12 23:00:00,11197,14948,5605,19136,9822,1864,2110,7721,10446,21356,4607,1157,633,6885,1311,25788,1478,2084,39001,264.0,3713,24884,3227,13753,24297,5590
2019-03-13 00:00:00,7286,14429,2571,11729,5201,889,1036,4610,6299,10772,2360,775,354,3385,606,25133,664,1062,24676,89.0,2276,14504,1922,7303,13938,3114
2019-03-13 01:00:00,2938,7628,1105,4307,1937,398,372,1815,2145,4023,875,313,125,1517,313,12730,302,335,8109,82.0,812,5424,869,3019,4887,1509
2019-03-13 02:00:00,2421,5143,933,3655,1348,274,366,1542,1721,2769,708,194,80,1296,221,8261,256,227,6384,56.0,657,4452,844,2591,4194,1176
2019-03-13 03:00:00,2753,4598,1195,4866,1491,467,367,1997,2538,2646,957,357,131,1770,348,5831,438,385,8048,79.0,964,5970,939,3603,4663,1582
2019-03-13 04:00:00,7357,5920,2984,13643,2764,1277,770,4528,7073,4990,2168,1129,412,5450,846,5397,1244,942,18447,189.0,2311,14263,2000,9964,9844,3224
2019-03-13 05:00:00,28743,18047,12387,54086,10985,5455,2255,16664,27849,15772,9885,3612,2017,20550,3846,11391,3670,4006,87329,796.0,8286,59309,6736,35168,35316,10869
