,Thurgau,Glarus,Zug,Jura,Obwalden,Appenzell-Ausserrhoden,Nidwalden,Zurich,Waadt,Basel-Stadt,Wallis,Neuchatel,Appenzell-Innerrhoden,Solothurn,Aargau,Schwyz,Uri,Schaffhausen,Ticino,Basel-Landschaft,Geneve,Luzern,Freiburg,Bern,Graubunden,Sankt-Gallen
2020-02-28 05:00:00,18883,3390,8638,3175,1787,3581,3646,80670,29875,11453,9390,7163,672.0,26045,51347,10687,2098,5152,10103,18950,15635,24800,14679,56067,6703,33317
2020-02-28 06:00:00,56794,9831,30852,10558,5625,12273,11015,237362,105969,35796,29921,22982,2072.0,72659,137201,34561,5527,13773,31189,56037,48224,70113,47404,179060,22957,105474
2020-02-28 07:00:00,68055,13918,47714,13699,6588,15338,13226,336769,182721,56971,46203,31190,2639.0,88354,165107,44066,6100,18133,50183,73394,107517,83565,59017,233544,37369,136568
2020-02-28 08:00:00,48187,11354,39477,9448,5664,10020,11522,277060,153872,53087,49318,24639,1878.0,65822,124674,36550,6305,14485,46456,59214,114074,65755,46911,180514,39435,101393
2020-02-28 09:00:00,45112,10561,29612,9107,5989,9804,12136,236871,135832,45962,65393,24079,1953.0,58900,111272,34358,7274,13315,46463,55017,89930,63913,46905,172737,49864,96599
2020-02-28 10:00:00,47565,11694,28830,9624,6095,10162,12372,234781,139613,45371,73774,25545,2087.0,60533,112952,36478,8165,13685,49448,56162,84857,65019,49405,178902,60174,100180
2020-02-28 11:00:00,52810,12317,33211,12465,6583,11291,13260,279528,161386,52676,77075,31024,2580.0,69352,128702,37860,8476,15881,52380,62650,103161,73346,56503,206315,65078,115598
2020-02-28 12:00:00,53420,11888,33538,12014,6247,10976,12313,293529,159926,56491,70104,29263,2370.0,72196,132600,38473,8377,15935,51731,64782,109823,74877,54487,210990,60241,115256
2020-02-28 13:00:00,60159,14000,36725,13964,7423,13265,14289,298638,171761,57499,75777,32644,2736.0,77802,143716,43423,9109,17569,59726,69867,114816,83582,63235,225611,63952,129553
2020-02-28 14:00:00,58208,15012,35205,12001,7510,12546,14904,281746,166008,55624,78371,31774,2966.0,77037,140459,45472,9416,16934,57235,70128,101355,82059,61733,221880,66391,126551
2020-02-28 15:00:00,66269,17073,41480,13972,8679,13798,16673,319504,190659,59323,85125,34963,2983.0,85249,160805,49556,10104,18620,61003,76717,109190,91839,66447,249251,73793,141080
2020-02-28 16:00:00,81494,21225,50195,18665,9972,17081,19380,381300,216785,68222,87137,44355,3653.0,105757,193446,60031,11690,22711,66858,86634,125768,109026,78792,298149,76594,172816
2020-02-28 17:00:00,81458,21397,51872,16105,9077,17971,19014,386307,212195,68158,75257,39573,3453.0,97534,188008,57882,10623,22621,63872,82574,129666,107091,77674,284539,64914,169012
2020-02-28 18:00:00,65477,17715,43473,13519,7001,13980,14164,309078,176447,54885,62164,32585,2697.0,82717,156978,49789,8969,18237,51444,66309,115121,84853,65507,218669,49606,132940
2020-02-28 19:00:00,43908,13101,27138,9118,4251,9292,9237,209162,124592,37703,43613,20629,1802.0,53476,105638,33946,5931,12394,34175,44070,83305,56686,43708,144856,35984,90807
2020-02-28 20:00:00,27789,8781,17322,5259,2869,6026,5954,145505,77463,26945,29401,12795,1032.0,37729,69909,22244,4090,7994,21676,30617,53145,38817,27495,97293,24906,59301
2020-02-28 21:00:00,22794,5941,13676,4013,2003,4817,4338,116818,61072,21902,23302,10659,759.0,30165,55019,16112,3137,7316,19210,23962,40830,30610,22284,80834,19303,47893
2020-02-28 22:00:00,20927,4488,12643,4447,1984,4615,4105,110348,57644,19830,19356,10480,769.0,27897,51127,13626,2294,6232,16417,21085,38853,27514,21535,76833,15443,43588
2020-02-28 23:00:00,15359,2436,8810,3247,1428,3517,2926,75574,42081,13448,11889,7578,544.0,20455,37007,9594,1612,4067,11131,14681,29974,19966,15384,51074,9380,28892
2020-02-29 00:00:00,10809,1955,6520,2581,899,2527,1940,65896,35205,11315,8589,6174,376.0,15819,28742,6817,1375,2919,10208,11614,25562,16508,11927,41700,6073,22554
2020-02-29 01:00:00,5403,845,2864,1321,308,1420,1019,27853,15544,6139,3788,2702,174.0,6910,13099,3102,832,1406,4606,5575,12608,6571,5268,16832,3011,10985
2020-02-29 02:00:00,3460,570,1867,617,221,843,654,18805,11232,4403,2331,1909,143.0,4086,8401,1943,515,1021,2679,3935,7870,4622,3639,11044,2323,7146
2020-02-29 03:00:00,2582,405,1327,431,123,576,446,15327,8086,3326,2162,1452,75.0,3443,6669,1405,332,695,2095,3383,6057,3371,2731,9131,2020,5811
2020-02-29 04:00:00,3330,709,1355,614,204,613,522,16868,9090,3868,3334,1670,98.0,4245,8079,1880,478,987,2043,3849,7115,4145,3405,9824,2493,7066
2020-02-29 05:00:00,6000,1268,2942,1023,513,1259,1204,28144,13363,5361,5255,2543,257.0,8132,14535,3610,932,1747,3875,6836,8892,7644,5921,19521,4206,11619
2020-02-29 06:00:00,13068,3508,5942,2393,1546,2848,2805,51856,24577,8913,11146,4964,569.0,17418,29188,9296,1990,3220,7408,12729,12940,15718,11943,41749,8690,27113
2020-02-29 07:00:00,24975,9929,13424,3830,3435,5225,6177,93194,52767,14212,23886,8672,1133.0,32093,55807,20557,4032,5381,14391,21228,24396,31077,22809,81255,21405,58592
2020-02-29 08:00:00,36944,13048,20486,6331,5660,7297,10419,149494,86664,23694,45940,15162,1597.0,47071,84107,30885,6112,9311,25210,34493,44097,48909,35805,127109,41899,81792
2020-02-29 09:00:00,48944,14700,26836,9411,6770,10354,12777,204024,124820,34158,69438,22715,2179.0,61366,114071,37608,7552,13483,38469,49374,63918,64466,50208,173441,60567,106440
2020-02-29 10:00:00,58196,18379,31903,11691,7968,11661,14885,243668,154960,40099,83059,28995,2556.0,70361,132380,45741,8350,16079,47391,58453,77654,76129,61682,208212,74777,128572
2020-02-29 11:00:00,60763,21661,34799,12280,8218,12559,15932,264509,164657,45288,81867,32074,3023.0,73828,141566,49234,8922,17468,49783,62915,87059,81198,64042,220002,75853,137438
2020-02-29 12:00:00,58271,19056,33811,10208,6994,11721,14422,267084,147267,46095,71099,28177,2670.0,71737,137933,45499,7937,16584,42278,62174,86171,78092,56524,211644,68053,126957
2020-02-29 13:00:00,61846,19400,37031,12013,7995,12936,16112,281106,151288,48756,71397,28492,3124.0,73315,146197,50085,8709,17189,44839,64771,84851,86869,62835,221632,66662,135549
2020-02-29 14:00:00,61151,17144,36270,12247,7937,12994,16266,278166,160185,48514,78323,31278,3100.0,72858,142838,49150,8547,16620,49908,62491,88225,87490,64971,224122,71032,135464
2020-02-29 15:00:00,60978,16250,35462,11345,7805,12795,15926,275521,157398,47634,76899,30348,2862.0,70124,139165,47226,8400,16160,49478,59904,88692,82999,59843,213657,68129,128584
2020-02-29 16:00:00,59212,15997,35023,11310,7894,13186,15827,279461,147258,44562,66861,28889,3077.0,67571,136514,46875,8254,15230,46091,55889,83628,76455,53332,201619,57618,125810
2020-02-29 17:00:00,56151,14146,31816,9667,6258,11954,13617,255572,133759,39626,50776,27187,2675.0,62744,127213,42121,6623,13746,39910,51103,78700,65371,47511,170198,44181,108449
2020-02-29 18:00:00,43074,10335,23302,8716,4568,9088,9854,202977,113567,32871,40265,23278,2015.0,48921,101420,31446,4927,11166,35643,41606,70001,51664,43954,127441,31384,83674
2020-02-29 19:00:00,30096,6695,15898,6861,2996,6488,5770,144959,81922,24908,30557,15419,1342.0,33376,69252,19985,3696,8076,26549,28789,55477,35883,30376,89456,21156,59778
2020-02-29 20:00:00,22997,5084,11965,4395,2006,4990,4528,116516,55343,18830,21012,10025,900.0,26566,53506,15827,3006,6514,17304,21973,38221,28126,20996,68717,16016,44965
2020-02-29 21:00:00,20689,3889,11238,3709,1830,4502,3823,101243,49436,17097,17877,9837,756.0,25255,48549,13766,2193,5534,16292,19507,33019,26060,19369,66490,13545,40489
2020-02-29 22:00:00,19935,3889,11778,3900,1814,4465,4314,103743,52999,17025,16708,10732,777.0,25215,49090,13065,1786,5668,17061,18257,33863,27838,21323,69765,12670,40981
2020-02-29 23:00:00,15208,2521,9666,3351,1502,3396,3285,78024,42981,12430,12188,8619,529.0,20310,38499,10399,1292,4154,12706,14300,27378,21796,16615,51989,9014,29616
2020-03-01 00:00:00,13114,2181,7852,3136,1280,2776,2880,73920,41602,12115,9490,7437,435.0,16732,33509,7666,1178,3373,12137,12471,27165,21099,14749,47567,6747,27874
2020-03-01 01:00:00,7173,1057,3742,2087,608,1774,1333,34162,19998,6405,5155,4055,317.0,7740,16415,4175,639,1916,5745,5943,14411,9417,7617,22522,3838,14735
2020-03-01 02:00:00,4833,762,2253,940,326,1227,836,23713,13951,4594,3212,2553,243.0,4550,10264,2672,425,1430,3498,3998,9082,6385,5152,13876,2599,9854
2020-03-01 03:00:00,3397,497,1558,774,248,848,560,20108,9171,3268,2492,1937,199.0,3173,7439,1735,382,1081,2356,2871,6412,4713,3734,10829,2460,6649
2020-03-01 04:00:00,2958,621,1397,633,217,696,557,17354,8673,3350,2768,1626,133.0,2990,6685,1755,373,1023,2031,2867,7043,3807,2889,8506,1666,6130
2020-03-01 05:00:00,3284,636,1758,578,314,772,623,19183,9286,3779,3170,1725,150.0,4170,7700,1933,469,1045,2634,3827,7949,4122,3357,11000,1980,6459
2020-03-01 06:00:00,5488,1437,3036,1066,750,1346,1359,26815,13155,5060,6238,2906,257.0,7107,12364,4395,1122,1476,4201,5964,8517,7521,6210,21152,4633,11672
2020-03-01 07:00:00,8119,4040,5600,1671,2038,1858,3357,38722,23754,5638,11108,4160,458.0,11175,19263,9162,2498,1876,6645,7820,13832,12903,10047,33377,9424,20641
2020-03-01 08:00:00,14620,6461,9546,3009,3713,3648,6028,66607,42360,9489,24055,6901,939.0,18531,33808,15481,4207,3483,12537,13724,22824,22221,18174,59205,19935,35742
2020-03-01 09:00:00,24377,8619,16222,5039,4868,6259,8486,114835,71330,17054,43407,12704,1421.0,30358,58288,23539,5847,6029,21244,24694,38546,37331,30180,97218,36616,56178
2020-03-01 10:00:00,32117,12333,21319,6831,6185,8567,11870,151808,97826,23541,59463,18071,2256.0,41112,75009,33372,7674,8370,28657,34432,52808,50212,39974,130420,53847,79280
2020-03-01 11:00:00,41735,16002,27013,10435,7328,11990,14103,185404,120725,29012,65629,24095,3245.0,50453,92105,41194,8953,11081,35339,42702,63296,61182,52281,161369,64158,103156
2020-03-01 12:00:00,46237,16121,29149,7022,6943,12452,13639,207768,110350,32428,57150,20664,3598.0,51945,99085,43736,9056,12723,29130,45544,64683,64512,43668,164484,60691,107492
2020-03-01 13:00:00,53183,16915,33085,7669,8276,14770,15460,237091,111299,34699,57453,20232,4268.0,57674,112725,50202,10195,14206,29854,49092,60886,77879,49285,185229,62714,121852
2020-03-01 14:00:00,57991,18424,34757,10083,8619,16096,16601,248787,128523,38787,65068,25605,4422.0,62718,120352,53178,10976,15006,37777,52970,64216,81439,56255,201428,69067,132165
2020-03-01 15:00:00,56439,18973,35068,10915,9279,14881,16773,247574,135900,40032,64593,27149,4193.0,62771,117108,52995,11278,15666,40164,52347,66770,80617,57358,198631,67834,128298
2020-03-01 16:00:00,55879,18705,36296,10433,8701,14350,16786,245275,120640,40463,57434,26235,3827.0,64067,120257,51153,10633,15396,38717,50677,62102,79510,57125,190923,58461,125955
2020-03-01 17:00:00,47752,16896,31860,9068,6023,11335,12941,211572,106284,37040,43406,22401,2645.0,56769,108065,43752,7523,13553,35954,45904,59898,64605,45609,150124,40259,104973
2020-03-01 18:00:00,35536,12392,22210,7247,3747,7692,8044,159226,84748,29833,33604,17658,1635.0,43345,82424,31036,5484,9439,29727,35776,54428,44467,35191,108097,27519,74705
2020-03-01 19:00:00,27192,8666,17753,5116,2720,5764,6014,122390,67362,22692,25779,12601,1171.0,34213,65207,22458,4209,7994,22115,27849,42751,34946,26357,82052,20820,56542
2020-03-01 20:00:00,21206,7613,12983,4004,1954,4565,4188,101474,56233,19448,19374,10171,883.0,30127,53396,17941,3981,5998,17133,23052,35266,26923,20727,67594,15267,44644
2020-03-01 21:00:00,14742,4279,9579,2786,1240,2964,2891,77016,39665,15668,11767,7827,436.0,21726,37274,12130,2224,4037,13280,18532,26718,19074,16359,48436,9598,27971
2020-03-01 22:00:00,9525,2355,5924,1600,805,2062,1829,51752,26308,12048,6876,4254,266.0,13172,23659,6847,1270,2581,8870,13152,19671,12437,10373,29748,5736,18478
2020-03-01 23:00:00,4745,1029,3245,841,340,958,881,25721,13411,8034,3183,2242,144.0,7242,12242,3451,699,1259,4831,8460,11123,6160,4358,13953,2444,8672
2020-03-02 00:00:00,2808,517,1487,462,162,572,372,17956,9307,5924,1887,1382,69.0,4555,7403,1695,380,934,3366,5851,8058,3822,2759,9297,1406,5941
2020-03-02 01:00:00,1207,255,565,206,70,249,193,6257,3425,2678,1040,482,30.0,1810,2731,864,175,385,1149,2233,2595,1463,1191,3717,654,2590
2020-03-02 02:00:00,956,143,501,157,50,246,145,4961,2779,2233,973,450,42.0,1420,2442,590,160,265,890,1926,2042,1324,1067,3408,606,2055
2020-03-02 03:00:00,1497,353,611,298,101,373,269,6647,4041,4120,1343,595,66.0,2488,3983,849,220,341,1148,2573,2305,2115,1469,5155,892,3535
2020-03-02 04:00:00,5324,898,1987,939,432,1226,871,18245,8755,4947,3078,1965,226.0,6536,13052,2732,607,1234,2623,4474,5348,7072,4351,13685,2094,10374
2020-03-02 05:00:00,20346,3919,10204,3165,2291,3915,4116,85977,32950,10191,10440,7825,756.0,27603,54467,12446,2275,5543,11811,15624,16068,29044,17186,62723,7790,36330
2020-03-02 06:00:00,60257,11296,35938,11113,6955,13388,13543,249296,119447,24781,36166,28272,2491.0,78500,147135,39503,6813,14833,38349,40787,50403,85284,60889,202046,28295,115815
2020-03-02 07:00:00,69877,13593,52602,14146,7479,16140,15556,351973,197582,36609,56863,43064,2951.0,90395,169881,48213,6976,18759,67442,51240,110875,98471,78308,250330,42707,144119
2020-03-02 08:00:00,46158,9533,43570,8776,4686,10117,10219,274781,151636,33365,41128,28708,1765.0,63288,121751,34748,5363,14340,55310,42850,114087,67119,51117,177019,34254,95560
2020-03-02 09:00:00,42418,8034,28746,8132,4474,8669,9194,214615,119687,32435,44124,23025,1653.0,52806,99958,29359,5361,12244,47836,43113,82944,57694,43833,151115,37238,83756
2020-03-02 10:00:00,41861,8376,24860,8488,4307,8720,8941,203845,117097,35486,46794,23242,1648.0,51529,96780,29018,5490,11881,46559,46754,74618,56356,43602,147693,40130,84436
2020-03-02 11:00:00,47263,9050,28682,10730,4722,9764,9817,241456,136030,40594,53386,28694,1893.0,59149,110590,30914,6055,13582,50327,51763,88063,66625,52058,173380,44592,98741
2020-03-02 12:00:00,46882,9280,30075,11191,4809,9692,9450,259886,136934,44355,50491,28708,1702.0,61652,113265,31384,6166,13845,50054,54564,91029,67662,51069,176688,42657,99823
2020-03-02 13:00:00,52317,9655,31335,12206,5426,11549,10894,253226,145682,42980,55010,32403,2247.0,64303,119873,33801,6293,15537,56803,54572,99596,71399,56405,184930,44466,106685
2020-03-02 14:00:00,47041,9439,27404,9064,4973,10201,9974,228510,126506,42621,48451,25002,2028.0,59634,111278,31800,5774,13108,46151,54483,82064,64742,46376,165529,40460,95581
2020-03-02 15:00:00,52046,10039,32371,11199,5501,10746,11102,259572,145302,43686,51009,29928,2098.0,66265,126534,35509,6038,14610,51003,54313,89841,73083,55164,189038,40259,104363
2020-03-02 16:00:00,68728,12347,44672,16724,7520,14596,15084,339910,189948,46355,63715,42763,2719.0,89597,168750,45806,8074,19248,60348,61002,109410,100793,74016,258442,44439,139269
2020-03-02 17:00:00,82386,15200,53384,16029,8524,18222,17375,384502,206217,48884,64239,46061,3429.0,94634,188443,53206,8529,21797,61418,61588,122913,111805,83514,278364,48043,161953
2020-03-02 18:00:00,54747,9756,40586,10441,5427,12501,11153,280574,154723,38039,43367,31561,2408.0,64618,133307,37801,5507,15094,46668,44258,109530,73590,56626,176792,31559,106577
2020-03-02 19:00:00,33574,5906,22789,5918,3170,7615,6865,176718,94574,26178,25432,18477,1421.0,38662,80369,22958,3511,9357,28154,28066,69012,44203,34720,110108,18737,63903
2020-03-02 20:00:00,20945,3836,13425,4078,1862,4851,4061,119014,57761,18348,17103,11538,856.0,26816,52016,15222,2380,5543,18174,19218,41809,29094,21521,71510,11492,41565
2020-03-02 21:00:00,16216,2919,10512,2818,1420,3640,3059,92028,42131,16574,12446,8216,630.0,21056,40847,11515,1798,4463,13164,16154,29795,23341,15758,56266,8724,32240
2020-03-02 22:00:00,11422,2109,6984,2350,1038,2868,2293,61903,31304,14475,8310,6069,524.0,14969,28362,7686,1266,2985,8771,12830,22070,16362,11560,39475,6051,22759
2020-03-02 23:00:00,5110,773,3059,849,429,1428,941,26963,14179,8943,3634,2689,235.0,7524,13866,3478,693,1251,4433,7507,11917,7098,4897,16449,2532,10022
2020-03-03 00:00:00,2609,479,1488,465,203,855,441,17751,9277,6935,1837,1559,140.0,5239,8118,1810,427,707,2863,5517,7355,4084,2854,10133,1354,6103
2020-03-03 01:00:00,1271,182,669,209,74,404,197,6885,3592,3239,927,661,56.0,2125,3686,846,313,295,1320,2218,2790,1677,1191,4137,798,2758
2020-03-03 02:00:00,1152,221,535,191,70,320,183,5643,3407,2133,1008,707,52.0,1917,3176,858,301,257,1116,2047,2066,1548,1223,3929,690,2418
2020-03-03 03:00:00,1742,437,699,344,116,402,264,7800,4352,1883,1596,998,91.0,2572,4591,1141,341,396,1512,2219,2304,2420,1634,5582,1216,3621
2020-03-03 04:00:00,5051,845,1989,1001,416,1229,791,18629,9196,3176,3222,2283,212.0,6685,13292,2799,567,1261,2831,4633,4708,7199,4564,14217,2393,10057
2020-03-03 05:00:00,21136,3829,10230,3438,2164,4006,4035,89073,33108,11429,10572,8337,764.0,28156,56766,12614,2373,5503,11259,19045,15703,29108,17186,62931,7447,36498
2020-03-03 06:00:00,62471,10766,36963,11702,6810,13466,13400,271390,123319,34413,36362,29016,2408.0,81580,153946,39279,6694,15059,38892,54420,52849,86769,61563,208135,27287,116682
2020-03-03 07:00:00,72045,12820,54245,14823,7709,16575,15698,379818,205585,54140,58058,45595,2928.0,96188,179434,48997,6661,19708,67704,70500,117938,101844,80552,261849,41948,144914
2020-03-03 08:00:00,46970,8958,43799,9323,4776,9703,10296,288083,156604,49899,43829,30927,1872.0,64104,125279,34205,5232,14125,56765,54503,119742,67881,51811,180608,31781,93591
2020-03-03 09:00:00,41307,7622,27962,8621,4291,8422,8935,220698,125454,39035,46875,25003,1645.0,53941,101174,28511,5108,12294,48790,47954,87181,58484,45537,155832,33312,82210
2020-03-03 10:00:00,40511,7540,25642,8789,4486,8528,9075,210149,122187,38500,50032,24850,1715.0,51723,98981,28120,5662,11925,47822,49072,78981,58680,44296,153497,37639,82429
2020-03-03 11:00:00,46546,8131,29612,11412,5076,9616,10041,252982,145092,44095,56931,31027,1949.0,59251,113106,30719,6322,13673,54041,53542,94414,67712,54000,179649,42813,97199
2020-03-03 12:00:00,46566,8134,31697,11620,4968,9674,9767,272318,146847,46833,53298,30464,1854.0,63137,115773,30868,6285,14019,54286,53189,103465,69955,52356,185371,41836,97762
2020-03-03 13:00:00,51880,9319,33079,13178,5439,11564,11201,270378,157945,47871,59905,34563,2331.0,65149,123196,34583,6515,14980,62649,58285,110939,75514,59445,196486,44612,107785
2020-03-03 14:00:00,46933,8758,29070,9616,4880,9862,10012,240054,138804,46654,54653,27766,2066.0,61539,115097,32356,6124,13480,53186,58171,90585,67884,50171,177036,42200,95721
2020-03-03 15:00:00,53694,9878,33744,11516,5891,11176,11404,276978,159693,49072,59261,32795,2371.0,70595,132953,35769,6679,14825,58523,61780,97482,76884,59456,204653,45167,106720
2020-03-03 16:00:00,72055,12922,46539,17804,8118,14740,16367,359044,207011,61371,72333,46130,2687.0,97201,178073,47887,8361,19649,70457,77752,118693,105253,79674,276526,49298,143661
2020-03-03 17:00:00,85622,15914,56403,16867,8957,18808,17527,414328,222374,68757,71125,49508,3520.0,104417,201910,55998,8488,22309,70869,82332,131169,116544,90031,300834,50761,167006
2020-03-03 18:00:00,61011,10474,43347,12052,5816,13365,12196,313561,172627,54000,51023,35532,2726.0,72547,148746,40521,5867,17010,56815,59409,120400,81489,63317,198555,34532,114673
2020-03-03 19:00:00,36759,6241,24334,6483,3549,7883,7038,200089,107371,32974,29852,20222,1544.0,43050,90875,25290,3795,10291,35028,34176,78987,48684,38857,122247,20856,69896
2020-03-03 20:00:00,22415,3669,14631,4395,2219,4683,4321,132575,64673,21953,19819,12427,882.0,28692,56839,16062,2518,6274,22378,22485,46854,31319,22964,77537,12870,44293
2020-03-03 21:00:00,18106,3141,12189,3383,1710,4043,3471,105401,51176,18500,15029,10050,740.0,23840,45384,12713,2058,4951,16066,17901,35955,26393,18547,65431,10237,36045
2020-03-03 22:00:00,14093,2362,8375,2564,1197,3161,2587,74897,38346,15939,9902,7308,559.0,17028,33646,9107,1442,3668,12198,14401,28581,19082,13826,47882,7269,27702
2020-03-03 23:00:00,5986,921,3756,861,577,1485,1171,32480,17560,9146,4434,2998,330.0,8655,15296,4297,721,1713,5782,8224,14325,8524,5908,19814,3049,11922
2020-03-04 00:00:00,2935,453,1779,548,272,701,456,19561,10386,7232,2333,1600,137.0,5267,8557,1997,476,803,3766,6270,9236,4810,2980,11356,1476,6449
2020-03-04 01:00:00,1411,222,761,272,63,275,201,6838,3776,3575,1140,696,39.0,1973,3648,909,275,300,1454,2650,3299,1808,1220,4489,771,2712
2020-03-04 02:00:00,1106,260,663,201,71,265,198,5682,3030,2325,1029,630,56.0,1955,3173,869,309,273,1226,2198,2360,1608,1015,3779,777,2455
2020-03-04 03:00:00,1687,305,790,321,101,369,263,7470,4413,2241,1279,680,73.0,2540,4593,981,250,351,1493,2255,2321,2461,1495,5175,978,3457
2020-03-04 04:00:00,5661,810,2012,1095,372,1226,732,18263,8816,3347,3182,2019,219.0,6466,12772,2783,532,1222,2558,4571,4704,6890,4377,13227,2023,10242
2020-03-04 05:00:00,20757,3790,9920,3434,1988,3676,4002,87370,31949,11131,10198,8252,747.0,27393,54983,12138,2221,5427,10873,18677,15338,28330,16702,61432,7059,35624
2020-03-04 06:00:00,61398,11138,35993,11524,6818,13564,13222,264613,119076,34594,35818,28679,2387.0,79820,151379,39556,6692,15087,38354,54814,51199,85441,59869,204474,27190,115989
2020-03-04 07:00:00,71479,13233,53179,14631,7710,16695,16339,372728,198551,52243,57806,43578,2966.0,95770,178093,48775,7118,19379,68268,68617,111608,102369,79328,258222,43882,144369
2020-03-04 08:00:00,47110,10215,44076,9482,5425,9916,11708,286169,156840,48051,47149,30789,1967.0,65405,125192,36697,6446,13735,57645,53266,114498,69904,52605,183475,37695,98164
2020-03-04 09:00:00,42070,8318,29023,8733,5023,9397,10300,226305,130899,37621,53623,26040,1654.0,54676,102272,30590,6156,12103,50633,47810,87403,59997,47957,161390,42174,86206
2020-03-04 10:00:00,42463,8760,26139,8982,5250,9259,10252,215174,128683,37641,58198,26063,2003.0,54896,102158,31262,6798,12042,50558,49402,79659,59945,47873,161969,46366,87274
2020-03-04 11:00:00,49239,9543,31324,12124,6134,11054,11817,265736,155256,45396,68181,33416,2592.0,62606,118266,34155,7655,14418,58681,55945,101396,74204,57990,192926,51042,105516
2020-03-04 12:00:00,50720,9326,33660,12299,5945,10864,11434,289531,159649,50559,60793,33366,2553.0,66902,125660,34635,7206,14785,58693,60032,107912,75025,56152,198418,47419,108155
2020-03-04 13:00:00,55891,10122,34827,13897,6554,12818,13112,281955,164927,48432,66216,36383,2709.0,70853,130235,38087,7800,15463,66060,62467,111302,81446,63676,210691,51660,117092
2020-03-04 14:00:00,50992,10011,30908,10896,5942,11378,12041,252692,153512,46829,62650,31915,2446.0,65880,123358,36071,7452,14064,58904,60713,98247,73022,56028,196390,50207,106735
2020-03-04 15:00:00,55670,11102,35908,12335,7122,12237,13209,280652,165722,48317,65708,34477,2592.0,74128,137731,39515,7768,15432,61955,62933,98724,82237,62636,218330,54112,114248
2020-03-04 16:00:00,73170,14469,47071,18109,9118,15827,17975,361504,209635,58130,72921,47458,3164.0,99222,180598,51357,9814,19684,73109,77420,116250,108120,83158,287409,56204,150958
2020-03-04 17:00:00,86346,17106,56627,17395,9610,18830,18873,415865,219470,62799,72148,49702,3660.0,105236,202393,57985,9783,22694,73303,78487,130215,119730,89413,302142,53702,170437
2020-03-04 18:00:00,61982,11408,43519,12092,6449,13740,13241,312339,170769,51128,51478,36018,2843.0,73624,151668,43387,6802,17227,57808,57563,118242,84988,64421,201322,36244,119064
2020-03-04 19:00:00,38133,6983,25409,7094,3694,8393,7305,202235,107543,32173,30487,20900,1565.0,45190,92774,26661,3850,11080,36145,35723,78244,51976,39477,125480,21728,72664
2020-03-04 20:00:00,23148,4392,15638,4601,2323,5184,4648,134412,66145,21417,20897,13233,971.0,29988,58930,17499,2690,6590,22402,23426,46559,34727,24129,80000,13974,47529
2020-03-04 21:00:00,19496,3487,12755,3527,1948,4180,3704,110175,51670,17690,16011,10196,703.0,24178,48001,13266,2169,5546,16635,18727,37122,28464,19507,68141,11307,38811
2020-03-04 22:00:00,14925,2648,8939,2709,1356,3393,2806,79775,41763,14782,11725,8214,622.0,18264,35943,10131,1501,3797,13757,14368,30198,20157,15707,50528,8262,28843
2020-03-04 23:00:00,6670,1210,4328,1265,578,1622,1273,35045,19686,8564,5168,3380,277.0,9207,16994,4680,721,1799,6567,8341,16208,9472,7142,22123,3724,13471
2020-03-05 00:00:00,3374,668,1899,607,229,698,627,22041,12229,6495,2943,1828,117.0,5838,10676,2448,796,839,4031,5971,10118,5339,3513,13654,1939,7565
2020-03-05 01:00:00,1553,264,772,254,74,342,279,7605,4349,2766,1335,709,56.0,2265,4298,988,441,388,1527,2199,3849,1884,1566,4986,960,3398
2020-03-05 02:00:00,1096,246,586,184,64,281,179,6275,3487,1878,1153,647,49.0,1879,3608,938,380,272,1244,1881,2528,1729,1205,4127,810,2786
2020-03-05 03:00:00,1713,358,733,318,122,351,300,7975,4262,2008,1462,686,108.0,2713,5190,1183,362,360,1504,2334,2606,2452,1574,6017,1053,3740
2020-03-05 04:00:00,5278,874,1924,1009,404,1233,826,18767,8985,3774,3105,2071,227.0,6559,13967,2691,671,1260,2671,4942,5123,7091,4452,14350,1942,10260
2020-03-05 05:00:00,20474,3729,9782,3359,2060,3955,4045,87523,31841,11437,10377,8117,704.0,27590,56640,12052,2690,5325,11219,19031,15412,27956,16835,63018,7155,35567
2020-03-05 06:00:00,60617,11124,35135,11761,6630,13312,13268,261504,119356,36254,36102,28871,2374.0,79691,152193,39169,7273,14811,38128,56996,51942,84361,59734,204203,27262,115154
2020-03-05 07:00:00,71906,12683,53558,14670,7465,16442,15504,370777,199786,57298,57390,44373,2881.0,94503,179280,47902,7273,18907,67528,73034,112796,100420,79174,256037,42562,143042
2020-03-05 08:00:00,46862,9234,43261,9437,4887,9868,10677,288570,155556,53287,41739,30560,1875.0,65612,126368,35268,5810,13797,57651,57524,118413,68705,51167,183262,32978,95845
2020-03-05 09:00:00,42332,8462,27812,8714,4159,9348,8829,220388,122606,39677,42234,24950,1969.0,54084,103768,29863,5754,12108,49677,48677,85669,58266,45234,155489,35291,86341
2020-03-05 10:00:00,41471,8480,25430,8506,4418,8868,9097,208601,119304,37648,44196,24644,1886.0,52927,101664,28428,6016,11942,48718,48495,75452,57188,45707,153425,38388,86049
2020-03-05 11:00:00,47342,9179,29689,11404,5246,9918,10209,250342,139170,42858,52938,31023,2061.0,61386,115964,31789,6802,14360,54766,53761,91558,68641,54035,181867,43570,100236
2020-03-05 12:00:00,47306,9101,30653,11186,4886,9787,9936,261373,139874,45272,49125,29954,1906.0,63650,119228,31638,6869,14001,53732,54608,96599,68437,51627,184027,41842,99328
